Species,Feret
P.dasytaschya,20.626
P.dasytaschya,20.654
P.dasytaschya,20.731
P.dasytaschya,20.926
P.dasytaschya,21.016
P.dasytaschya,21.26
P.dasytaschya,21.26
P.dasytaschya,21.555
P.dasytaschya,21.633
P.dasytaschya,21.988
P.dasytaschya,22.023
P.dasytaschya,22.218
P.dasytaschya,22.218
P.dasytaschya,22.361
P.dasytaschya,22.804
P.dasytaschya,22.804
P.dasytaschya,22.804
P.dasytaschya,22.804
P.dasytaschya,22.825
P.dasytaschya,22.825
P.dasytaschya,23.272
P.dasytaschya,23.324
P.dasytaschya,23.93
P.dasytaschya,23.936
P.dasytaschya,24.166
P.dasytaschya,24.434
P.dasytaschya,24.597
P.dasytaschya,25.06
P.dasytaschya,25.298
P.dasytaschya,25.298
P.dasytaschya,26.067
P.dasytaschya,26.077
P.dasytaschya,26.077
P.dasytaschya,26.09
P.dasytaschya,26.249
P.dasytaschya,26.673
P.dasytaschya,26.683
P.dasytaschya,26.754
P.dasytaschya,26.907
P.dasytaschya,26.926
P.dasytaschya,26.944
P.dasytaschya,27.121
P.dasytaschya,27.295
P.dasytaschya,27.477
P.dasytaschya,27.514
P.dasytaschya,27.604
P.dasytaschya,27.731
P.dasytaschya,27.803
P.dasytaschya,28.104
P.dasytaschya,28.425
P.dasytaschya,28.443
P.dasytaschya,28.453
P.dasytaschya,28.453
P.dasytaschya,28.474
P.dasytaschya,28.862
P.dasytaschya,29.437
P.dasytaschya,29.53
P.dasytaschya,29.732
P.dasytaschya,30.463
P.dasytaschya,30.529
P.dasytaschya,30.529
P.dasytaschya,30.564
P.dasytaschya,31.329
P.dasytaschya,31.477
P.dasytaschya,31.575
P.dasytaschya,32.202
P.dasytaschya,32.249
P.dasytaschya,32.249
P.dasytaschya,33.106
P.dasytaschya,33.526
P.dasytaschya,33.541
P.dasytaschya,34.251
P.dasytaschya,34.409
P.dasytaschya,34.505
P.dasytaschya,35.171
P.dasytaschya,35.188
P.dasytaschya,35.228
P.dasytaschya,35.384
P.echinata,17.495
P.echinata,17.753
P.echinata,18.047
P.echinata,18.165
P.echinata,18.165
P.echinata,18.165
P.echinata,18.352
P.echinata,18.849
P.echinata,18.991
P.echinata,18.991
P.echinata,19.059
P.echinata,19.23
P.echinata,19.61
P.echinata,19.791
P.echinata,19.848
P.echinata,20.041
P.echinata,20.126
P.echinata,20.239
P.echinata,20.49
P.echinata,20.49
P.echinata,20.601
P.echinata,20.601
P.echinata,20.711
P.echinata,20.711
P.echinata,20.711
P.echinata,21.038
P.echinata,21.253
P.echinata,21.253
P.echinata,21.293
P.echinata,21.333
P.echinata,21.466
P.echinata,21.572
P.echinata,21.598
P.echinata,21.598
P.echinata,21.612
